Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/6/2024 8:45:25 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
6979,15+299.96,-8.166m,"1,105.336m",
6980,15+300.00,-5.931m,"1,105.290m",
6981,15+299.94,-3.159m,"1,105.206m",
6982,15+299.93,-0.656m,"1,105.200m",
6983,15+300.09,-0.012m,"1,105.196m",
6984,15+300.24,2.351m,"1,105.148m",
6985,15+300.16,4.579m,"1,105.158m",
6986,15+300.10,6.325m,"1,105.187m",
6987,15+300.04,8.191m,"1,105.202m",
6988,15+300.11,9.945m,"1,105.188m",
6989,15+300.03,11.600m,"1,105.173m",
6990,15+300.06,13.049m,"1,105.118m",
6991,15+300.03,14.888m,"1,105.043m",
6992,15+320.07,-14.370m,"1,105.800m",
6993,15+319.76,-12.636m,"1,105.779m",
6994,15+320.06,-11.252m,"1,105.745m",
6995,15+320.15,-9.686m,"1,105.865m",
6996,15+319.87,-8.341m,"1,105.853m",
6997,15+319.79,-6.445m,"1,105.778m",
6998,15+319.69,-4.892m,"1,105.733m",
6999,15+319.85,-2.835m,"1,105.720m",
7000,15+319.93,-1.172m,"1,105.706m",
7001,15+320.01,-0.046m,"1,105.668m",
7002,15+320.00,1.512m,"1,105.596m",
7003,15+320.06,2.929m,"1,105.679m",
7004,15+319.97,3.460m,"1,105.468m",
7005,15+320.08,4.003m,"1,105.363m",
7006,15+320.14,4.592m,"1,105.387m",
7007,15+320.05,5.317m,"1,105.554m",
7008,15+319.98,6.384m,"1,105.423m",
7009,15+320.10,7.464m,"1,105.414m",
7010,15+320.10,8.293m,"1,105.344m",
7011,15+320.00,9.017m,"1,105.405m",
7012,15+319.89,9.936m,"1,105.492m",
7013,15+319.82,11.004m,"1,105.458m",
7014,15+319.91,12.569m,"1,105.487m",
7015,15+319.93,13.009m,"1,105.516m",
7016,15+320.06,13.992m,"1,105.508m",
7017,15+319.96,14.814m,"1,105.524m",
7018,15+260.12,-14.728m,"1,104.344m",
7019,15+260.09,-12.545m,"1,104.380m",
7020,15+260.15,-11.007m,"1,104.387m",
7021,15+260.19,-9.394m,"1,104.347m",
7022,15+260.00,-8.141m,"1,104.362m",
7023,15+260.03,-6.950m,"1,104.206m",
7024,15+260.13,-6.024m,"1,104.080m",
7025,15+260.24,-5.403m,"1,104.365m",
7026,15+259.92,-3.967m,"1,104.298m",
7027,15+260.04,-2.348m,"1,104.270m",
7028,15+260.00,-1.086m,"1,104.280m",
7029,15+260.04,0.029m,"1,104.266m",
7030,15+260.29,2.115m,"1,104.273m",
7031,15+260.16,4.024m,"1,104.278m",
7032,15+260.15,5.328m,"1,104.282m",
7033,15+260.10,6.743m,"1,104.314m",
7034,15+260.20,8.168m,"1,104.332m",
7035,15+260.04,9.461m,"1,104.330m",
7036,15+259.91,10.795m,"1,104.249m",
7037,15+260.09,12.148m,"1,104.137m",
7038,15+260.15,12.958m,"1,104.144m",
7039,15+260.02,15.019m,"1,104.142m",
7040,15+220.17,-14.808m,"1,103.592m",
7041,15+220.07,-12.130m,"1,103.520m",
7042,15+220.10,-9.636m,"1,103.476m",
7043,15+220.15,-8.597m,"1,103.529m",
7044,15+220.01,-7.686m,"1,103.552m",
7045,15+219.88,-5.624m,"1,103.500m",
7046,15+220.02,-4.810m,"1,103.450m",
7047,15+220.14,-3.691m,"1,103.506m",
7048,15+220.05,-2.316m,"1,103.497m",
7049,15+220.13,-0.738m,"1,103.432m",
7050,15+220.11,0.143m,"1,103.488m",
7051,15+219.98,1.629m,"1,103.471m",
7052,15+220.20,4.174m,"1,103.436m",
7053,15+220.17,6.282m,"1,103.391m",
7054,15+220.11,7.849m,"1,103.376m",
7055,15+220.08,9.458m,"1,103.392m",
7056,15+220.09,11.606m,"1,103.330m",
7057,15+220.14,13.871m,"1,103.282m",
7058,15+220.18,15.063m,"1,103.257m",
7059,15+180.01,-14.632m,"1,102.558m",
7060,15+179.90,-14.027m,"1,102.625m",
7061,15+179.94,-13.487m,"1,102.764m",
7062,15+180.28,-10.550m,"1,102.718m",
7063,15+180.01,-9.302m,"1,102.691m",
7064,15+180.20,-8.677m,"1,102.698m",
7065,15+180.12,-8.107m,"1,102.772m",
7066,15+180.28,-5.796m,"1,102.738m",
7067,15+180.11,-3.698m,"1,102.690m",
7068,15+180.13,-2.930m,"1,102.638m",
7069,15+180.11,-2.548m,"1,102.577m",
7070,15+180.08,-2.166m,"1,102.604m",
7071,15+179.97,-1.637m,"1,102.653m",
7072,15+179.90,-0.491m,"1,102.647m",
7073,15+179.98,-0.064m,"1,102.660m",
7074,15+180.00,0.858m,"1,102.610m",
7075,15+179.92,1.428m,"1,102.602m",
7076,15+179.90,2.308m,"1,102.669m",
7077,15+179.87,3.418m,"1,102.704m",
7078,15+179.90,4.762m,"1,102.723m",
7079,15+180.06,6.920m,"1,102.735m",
7080,15+180.03,8.030m,"1,102.696m",
7081,15+180.18,9.190m,"1,102.613m",
7082,15+179.96,10.249m,"1,102.589m",
7083,15+179.95,11.553m,"1,102.593m",
7084,15+179.93,13.009m,"1,102.512m",
7085,15+180.08,14.321m,"1,102.453m",
7086,15+180.12,14.785m,"1,102.464m",
7087,15+140.07,-14.788m,"1,101.897m",
7088,15+139.95,-12.878m,"1,101.869m",
7089,15+139.96,-11.957m,"1,101.794m",
7090,15+140.00,-11.418m,"1,101.706m",
7091,15+140.04,-8.425m,"1,101.741m",
7092,15+140.09,-8.038m,"1,101.844m",
7093,15+140.07,-7.081m,"1,101.820m",
7094,15+140.12,-4.393m,"1,101.723m",
7095,15+140.10,-2.861m,"1,101.737m",
7096,15+140.10,-1.787m,"1,101.671m",
7097,15+140.16,-0.978m,"1,101.680m",
7098,15+140.10,-0.061m,"1,101.702m",
7099,15+139.97,0.850m,"1,101.693m",
7100,15+140.13,3.084m,"1,101.778m",
7101,15+139.78,4.902m,"1,101.770m",
7102,15+139.88,6.327m,"1,101.776m",
7103,15+139.93,7.366m,"1,101.739m",
7104,15+139.91,8.170m,"1,101.656m",
7105,15+139.96,10.435m,"1,101.600m",
7106,15+139.94,12.466m,"1,101.664m",
7107,15+140.09,14.853m,"1,101.697m",
7108,15+099.92,-14.885m,"1,101.131m",
7109,15+100.01,-12.588m,"1,101.171m",
7110,15+099.72,-11.145m,"1,101.158m",
7111,15+099.95,-8.694m,"1,101.051m",
7112,15+099.93,-6.844m,"1,101.078m",
7113,15+100.12,-3.809m,"1,101.085m",
7114,15+100.13,-1.714m,"1,101.097m",
7115,15+099.91,0.124m,"1,101.066m",
7116,15+100.10,1.696m,"1,101.031m",
7117,15+099.93,4.316m,"1,100.914m",
7118,15+099.85,5.481m,"1,100.844m",
7119,15+100.09,7.835m,"1,100.836m",
7120,15+099.86,9.136m,"1,100.858m",
7121,15+100.13,10.177m,"1,100.792m",
7122,15+100.22,11.109m,"1,100.886m",
7123,15+100.07,11.879m,"1,100.912m",
7124,15+100.23,13.936m,"1,100.836m",
7125,15+100.19,15.249m,"1,100.795m",
7126,15+080.13,-14.814m,"1,100.748m",
7127,15+080.12,-13.255m,"1,100.736m",
7128,15+079.92,-12.342m,"1,100.712m",
7129,15+079.77,-10.744m,"1,100.698m",
7130,15+080.02,-8.681m,"1,100.738m",
7131,15+079.82,-7.134m,"1,100.713m",
7132,15+079.99,-5.905m,"1,100.689m",
7133,15+080.14,-4.579m,"1,100.660m",
7134,15+080.05,-3.220m,"1,100.682m",
7135,15+079.99,-2.980m,"1,100.680m",
7136,15+080.02,-2.004m,"1,100.664m",
7137,15+080.08,-0.684m,"1,100.630m",
7138,15+080.03,0.092m,"1,100.536m",
7139,15+079.98,1.696m,"1,100.609m",
7140,15+080.06,3.359m,"1,100.654m",
7141,15+080.09,5.164m,"1,100.598m",
7142,15+080.01,6.329m,"1,100.589m",
7143,15+079.94,7.397m,"1,100.594m",
7144,15+079.86,8.755m,"1,100.538m",
7145,15+079.99,11.103m,"1,100.549m",
7146,15+080.00,13.199m,"1,100.506m",
7147,15+080.08,14.228m,"1,100.431m",
7148,15+080.03,15.004m,"1,100.349m",
7149,15+039.85,-14.817m,"1,099.893m",
7150,15+040.07,-13.083m,"1,099.909m",
7151,15+039.97,-11.581m,"1,099.955m",
7152,15+039.99,-10.524m,"1,099.906m",
7153,15+039.88,-10.139m,"1,099.860m",
7154,15+039.98,-9.831m,"1,099.882m",
7155,15+040.01,-9.466m,"1,099.943m",
7156,15+039.95,-7.599m,"1,099.854m",
7157,15+039.89,-6.126m,"1,099.895m",
7158,15+039.81,-4.532m,"1,099.926m",
7159,15+039.96,-2.229m,"1,099.870m",
7160,15+040.01,-1.079m,"1,099.810m",
7161,15+040.09,0.042m,"1,099.786m",
7162,15+040.02,2.029m,"1,099.789m",
7163,15+040.07,4.928m,"1,099.879m",
7164,15+040.06,6.859m,"1,099.833m",
7165,15+040.08,8.429m,"1,099.821m",
7166,15+040.10,9.999m,"1,099.777m",
7167,15+039.97,11.469m,"1,099.723m",
7168,15+040.09,13.407m,"1,099.694m",
7169,15+040.08,14.945m,"1,099.664m",
7170,15+000.07,-14.580m,"1,099.070m",
7171,15+000.10,-13.583m,"1,099.113m",
7172,15+000.07,-12.710m,"1,099.141m",
7173,15+000.09,-12.045m,"1,099.045m",
7174,15+000.05,-11.444m,"1,098.982m",
7175,15+000.02,-10.963m,"1,098.993m",
7176,15+000.05,-10.146m,"1,099.004m",
7177,15+000.09,-9.782m,"1,099.087m",
7178,15+000.01,-9.093m,"1,099.126m",
7179,14+999.98,-6.289m,"1,099.043m",
7180,14+999.86,-4.939m,"1,099.001m",
7181,15+000.03,-3.722m,"1,098.969m",
7182,15+000.11,-2.720m,"1,098.971m",
7183,15+000.03,-1.459m,"1,098.953m",
7184,14+999.99,-0.013m,"1,099.006m",
7185,15+000.18,0.844m,"1,098.986m",
7186,15+000.02,1.497m,"1,098.979m",
7187,14+999.94,1.673m,"1,098.977m",
7188,14+999.97,2.158m,"1,098.959m",
7189,14+999.97,2.731m,"1,098.895m",
7190,14+999.96,3.303m,"1,098.910m",
7191,14+999.97,3.636m,"1,098.932m",
7192,14+999.94,4.569m,"1,098.968m",
7193,15+000.09,6.420m,"1,099.013m",
7194,15+000.06,8.257m,"1,098.947m",
7195,15+000.02,9.311m,"1,098.959m",
7196,15+000.00,10.004m,"1,098.895m",
7197,15+000.01,10.336m,"1,098.898m",
7198,15+000.16,11.342m,"1,098.928m",
7199,15+000.00,12.779m,"1,098.857m",
7200,14+999.94,14.193m,"1,098.933m",
7201,14+999.95,14.919m,"1,098.950m",
7202,14+960.05,-14.753m,"1,098.434m",
7203,14+960.01,-13.520m,"1,098.412m",
7204,14+960.00,-11.812m,"1,098.427m",
7205,14+960.04,-9.483m,"1,098.304m",
7206,14+960.03,-8.273m,"1,098.247m",
7207,14+960.05,-7.939m,"1,098.291m",
7208,14+959.96,-6.568m,"1,098.354m",
7209,14+959.85,-5.270m,"1,098.358m",
7210,14+960.01,-4.334m,"1,098.218m",
7211,14+959.96,-4.028m,"1,098.230m",
7212,14+960.16,-3.089m,"1,098.266m",
7213,14+960.09,-2.761m,"1,098.279m",
7214,14+960.13,-2.166m,"1,098.245m",
7215,14+960.06,-1.576m,"1,098.283m",
7216,14+960.11,-0.767m,"1,098.323m",
7217,14+959.96,0.078m,"1,098.299m",
7218,14+960.04,1.294m,"1,098.275m",
7219,14+960.07,2.294m,"1,098.267m",
7220,14+960.17,3.368m,"1,098.273m",
7221,14+960.11,4.266m,"1,098.206m",
7222,14+960.05,5.212m,"1,098.202m",
7223,14+959.96,7.651m,"1,098.163m",
7224,14+959.90,8.549m,"1,098.111m",
7225,14+959.97,9.290m,"1,098.091m",
7226,14+960.15,10.156m,"1,098.129m",
7227,14+960.08,10.935m,"1,098.078m",
7228,14+959.95,12.469m,"1,098.020m",
7229,14+959.97,13.704m,"1,098.051m",
7230,14+959.92,14.817m,"1,098.060m",
7231,14+959.93,15.078m,"1,098.050m",
7232,14+919.95,-14.808m,"1,097.465m",
7233,14+920.02,-13.567m,"1,097.552m",
7234,14+920.03,-12.329m,"1,097.630m",
7235,14+920.08,-10.727m,"1,097.624m",
7236,14+920.15,-9.093m,"1,097.571m",
7237,14+920.01,-6.478m,"1,097.575m",
7238,14+919.97,-5.424m,"1,097.595m",
7239,14+920.03,-3.097m,"1,097.620m",
7240,14+920.01,-1.892m,"1,097.610m",
7241,14+919.97,-0.838m,"1,097.585m",
7242,14+920.06,0.103m,"1,097.565m",
7243,14+920.02,0.764m,"1,097.517m",
7244,14+919.98,1.425m,"1,097.450m",
7245,14+920.01,1.909m,"1,097.480m",
7246,14+920.01,2.362m,"1,097.501m",
7247,14+919.88,3.380m,"1,097.495m",
7248,14+919.89,4.164m,"1,097.481m",
7249,14+919.99,5.318m,"1,097.407m",
7250,14+920.10,6.863m,"1,097.450m",
7251,14+920.03,8.065m,"1,097.381m",
7252,14+919.93,8.602m,"1,097.384m",
7253,14+919.94,8.874m,"1,097.403m",
7254,14+919.96,9.992m,"1,097.438m",
7255,14+920.00,11.774m,"1,097.439m",
7256,14+920.11,12.807m,"1,097.429m",
7257,14+920.06,15.006m,"1,097.324m",
7258,14+880.17,-14.931m,"1,096.805m",
7259,14+880.01,-14.137m,"1,096.746m",
7260,14+880.19,-12.936m,"1,096.714m",
7261,14+880.02,-12.065m,"1,096.738m",
7262,14+880.05,-10.146m,"1,096.781m",
7263,14+880.10,-9.108m,"1,096.723m",
7264,14+880.10,-8.609m,"1,096.680m",
7265,14+879.97,-7.698m,"1,096.686m",
7266,14+879.95,-7.392m,"1,096.698m",
7267,14+880.16,-5.422m,"1,096.728m",
7268,14+880.14,-3.814m,"1,096.641m",
7269,14+879.95,-2.714m,"1,096.672m",
7270,14+879.96,-1.141m,"1,096.706m",
7271,14+880.00,-0.027m,"1,096.669m",
7272,14+879.96,2.387m,"1,096.648m",
7273,14+879.92,4.148m,"1,096.652m",
7274,14+880.21,6.198m,"1,096.608m",
7275,14+880.02,6.723m,"1,096.598m",
7276,14+880.08,7.034m,"1,096.610m",
7277,14+880.01,8.754m,"1,096.611m",
7278,14+880.03,10.174m,"1,096.629m",
7279,14+880.14,11.447m,"1,096.544m",
7280,14+880.28,12.108m,"1,096.599m",
7281,14+880.10,12.633m,"1,096.623m",
7282,14+880.08,13.514m,"1,096.589m",
7283,14+880.08,14.664m,"1,096.649m",
7284,14+879.98,15.041m,"1,096.647m",
7285,14+839.95,-14.954m,"1,096.145m",
7286,14+839.97,-13.533m,"1,096.103m",
7287,14+840.03,-10.999m,"1,096.098m",
7288,14+839.81,-9.288m,"1,096.156m",
7289,14+840.02,-7.817m,"1,096.160m",
7290,14+840.01,-7.165m,"1,096.096m",
7291,14+840.01,-6.590m,"1,095.926m",
7292,14+839.99,-5.633m,"1,095.920m",
7293,14+840.04,-5.170m,"1,095.932m",
7294,14+840.02,-4.864m,"1,096.032m",
7295,14+839.91,-3.760m,"1,096.038m",
7296,14+839.98,-2.604m,"1,096.014m",
7297,14+840.01,-1.759m,"1,096.066m",
7298,14+840.01,-0.609m,"1,096.056m",
7299,14+839.96,0.078m,"1,096.021m",
7300,14+839.96,1.305m,"1,095.996m",
7301,14+839.96,2.456m,"1,095.986m",
7302,14+839.93,3.489m,"1,095.948m",
7303,14+840.08,4.150m,"1,095.893m",
7304,14+840.05,4.532m,"1,095.774m",
7305,14+840.03,4.838m,"1,095.761m",
7306,14+840.11,6.069m,"1,095.836m",
7307,14+839.95,7.362m,"1,095.788m",
7308,14+839.92,8.320m,"1,095.780m",
7309,14+839.94,9.241m,"1,095.741m",
7310,14+840.01,9.898m,"1,095.841m",
7311,14+839.96,10.162m,"1,095.888m",
7312,14+840.10,11.476m,"1,095.942m",
7313,14+839.92,12.422m,"1,095.934m",
7314,14+840.02,13.272m,"1,095.956m",
7315,14+839.91,14.377m,"1,095.940m",
7316,14+839.99,14.958m,"1,095.928m",
7317,14+799.90,-14.732m,"1,095.334m",
7318,14+799.97,-14.076m,"1,095.255m",
7319,14+799.90,-13.582m,"1,095.236m",
7320,14+799.92,-12.661m,"1,095.229m",
7321,14+799.87,-11.973m,"1,095.281m",
7322,14+800.00,-9.205m,"1,095.310m",
7323,14+800.02,-7.784m,"1,095.336m",
7324,14+800.12,-6.283m,"1,095.265m",
7325,14+800.03,-5.560m,"1,095.259m",
7326,14+800.05,-4.715m,"1,095.230m",
7327,14+800.07,-3.870m,"1,095.229m",
7328,14+799.90,-3.498m,"1,095.096m",
7329,14+800.01,-2.953m,"1,095.081m",
7330,14+799.90,-2.424m,"1,095.080m",
7331,14+800.04,-2.108m,"1,095.244m",
7332,14+800.01,-1.650m,"1,095.286m",
7333,14+799.97,-0.541m,"1,095.300m",
7334,14+800.00,0.113m,"1,095.286m",
7335,14+799.89,1.008m,"1,095.263m",
7336,14+799.89,1.768m,"1,095.286m",
7337,14+800.01,2.463m,"1,095.282m",
7338,14+799.99,3.786m,"1,095.276m",
7339,14+799.93,5.354m,"1,095.229m",
7340,14+800.12,7.054m,"1,095.220m",
7341,14+800.14,7.975m,"1,095.237m",
7342,14+800.22,9.055m,"1,095.196m",
7343,14+800.01,10.536m,"1,095.186m",
7344,14+799.93,11.106m,"1,095.210m",
7345,14+800.03,12.608m,"1,095.134m",
7346,14+800.11,14.914m,"1,095.135m",
7347,14+759.98,-14.826m,"1,094.601m",
7348,14+759.83,-13.389m,"1,094.559m",
7349,14+760.11,-12.163m,"1,094.584m",
7350,14+759.98,-10.694m,"1,094.553m",
7351,14+759.79,-9.620m,"1,094.528m",
7352,14+759.76,-8.174m,"1,094.557m",
7353,14+759.93,-6.624m,"1,094.556m",
7354,14+760.16,-5.010m,"1,094.565m",
7355,14+760.01,-3.692m,"1,094.579m",
7356,14+760.08,-2.451m,"1,094.512m",
7357,14+760.00,-1.250m,"1,094.361m",
7358,14+760.03,-0.764m,"1,094.313m",
7359,14+760.01,-0.464m,"1,094.272m",
7360,14+759.97,0.077m,"1,094.228m",
7361,14+759.91,0.645m,"1,094.197m",
7362,14+760.00,1.074m,"1,094.392m",
7363,14+760.09,2.920m,"1,094.455m",
7364,14+760.03,3.369m,"1,094.458m",
7365,14+760.02,3.942m,"1,094.462m",
7366,14+759.99,4.935m,"1,094.424m",
7367,14+760.01,5.599m,"1,094.398m",
7368,14+760.05,6.809m,"1,094.394m",
7369,14+760.06,7.594m,"1,094.341m",
7370,14+760.06,7.927m,"1,094.326m",
7371,14+760.07,8.259m,"1,094.352m",
7372,14+760.07,9.164m,"1,094.359m",
7373,14+760.04,10.550m,"1,094.201m",
7374,14+760.01,11.090m,"1,094.278m",
7375,14+760.09,12.152m,"1,094.439m",
7376,14+760.00,13.081m,"1,094.416m",
7377,14+760.05,13.718m,"1,094.410m",
7378,14+760.03,14.471m,"1,094.339m",
7379,14+760.13,15.171m,"1,094.300m",
7380,14+719.93,-14.463m,"1,093.879m",
7381,14+719.81,-12.055m,"1,093.962m",
7382,14+720.17,-8.696m,"1,093.936m",
7383,14+720.13,-6.859m,"1,093.894m",
7384,14+720.09,-5.173m,"1,093.892m",
7385,14+719.98,-3.417m,"1,093.862m",
7386,14+719.88,-1.890m,"1,093.863m",
7387,14+720.03,-0.078m,"1,093.850m",
7388,14+719.98,1.184m,"1,093.841m",
7389,14+719.79,2.360m,"1,093.798m",
7390,14+720.08,3.760m,"1,093.744m",
7391,14+720.06,4.641m,"1,093.700m",
7392,14+719.96,5.094m,"1,093.701m",
7393,14+719.88,5.664m,"1,093.758m",
7394,14+719.81,6.235m,"1,093.826m",
7395,14+719.93,7.278m,"1,093.857m",
7396,14+720.04,8.550m,"1,093.808m",
7397,14+720.03,9.853m,"1,093.738m",
7398,14+719.79,10.643m,"1,093.627m",
7399,14+720.08,11.467m,"1,093.447m",
7400,14+720.30,12.134m,"1,093.455m",
7401,14+720.20,13.162m,"1,093.505m",
7402,14+720.18,14.541m,"1,093.523m",
7403,14+720.09,14.766m,"1,093.505m",
7404,14+679.95,-14.550m,"1,093.190m",
7405,14+679.93,-13.151m,"1,093.156m",
7406,14+680.06,-11.837m,"1,093.135m",
7407,14+680.18,-10.785m,"1,093.087m",
7408,14+680.16,-9.741m,"1,093.092m",
7409,14+680.12,-8.462m,"1,093.156m",
7410,14+680.15,-7.415m,"1,093.147m",
7411,14+680.18,-6.060m,"1,093.092m",
7412,14+680.13,-5.257m,"1,093.011m",
7413,14+680.21,-3.946m,"1,093.030m",
7414,14+680.01,-2.795m,"1,093.064m",
7415,14+680.10,-1.579m,"1,093.003m",
7416,14+680.06,-0.917m,"1,093.017m",
7417,14+680.02,0.006m,"1,092.997m",
7418,14+680.03,0.885m,"1,092.904m",
7419,14+680.05,1.409m,"1,092.770m",
7420,14+680.08,1.957m,"1,092.826m",
7421,14+680.07,2.502m,"1,092.871m",
7422,14+680.06,2.953m,"1,092.865m",
7423,14+680.14,3.195m,"1,092.882m",
7424,14+680.05,3.854m,"1,092.892m",
7425,14+680.09,4.308m,"1,092.902m",
7426,14+680.03,4.944m,"1,092.882m",
7427,14+679.99,5.464m,"1,092.901m",
7428,14+680.01,6.391m,"1,092.989m",
7429,14+679.94,7.384m,"1,093.039m",
7430,14+680.00,8.622m,"1,093.059m",
7431,14+680.04,9.835m,"1,092.901m",
7432,14+680.04,10.642m,"1,092.820m",
7433,14+680.10,11.121m,"1,092.828m",
7434,14+680.02,10.926m,"1,092.803m",
7435,14+680.11,12.854m,"1,092.934m",
7436,14+679.89,14.335m,"1,092.956m",
7437,14+680.03,14.700m,"1,092.935m",
7438,14+660.16,-14.704m,"1,092.873m",
7439,14+660.15,-11.586m,"1,092.882m",
7440,14+660.24,-9.192m,"1,092.781m",
7441,14+660.04,-7.646m,"1,092.796m",
7442,14+660.15,-5.640m,"1,092.795m",
7443,14+660.11,-3.499m,"1,092.787m",
7444,14+660.03,-1.604m,"1,092.739m",
7445,14+659.97,0.099m,"1,092.688m",
7446,14+660.17,1.573m,"1,092.662m",
7447,14+660.12,2.350m,"1,092.609m",
7448,14+660.10,2.640m,"1,092.546m",
7449,14+660.16,3.132m,"1,092.417m",
7450,14+660.23,4.258m,"1,092.517m",
7451,14+659.94,5.067m,"1,092.617m",
7452,14+660.01,7.655m,"1,092.582m",
7453,14+659.97,8.237m,"1,092.458m",
7454,14+659.93,8.916m,"1,092.364m",
7455,14+660.06,9.899m,"1,092.372m",
7456,14+660.06,10.631m,"1,092.471m",
7457,14+660.01,11.407m,"1,092.447m",
7458,14+660.12,12.778m,"1,092.487m",
7459,14+660.18,13.270m,"1,092.609m",
7460,14+660.05,14.577m,"1,092.628m",
7461,14+639.99,-14.755m,"1,092.577m",
7462,14+640.10,-12.750m,"1,092.575m",
7463,14+639.96,-11.443m,"1,092.480m",
7464,14+640.08,-10.168m,"1,092.377m",
7465,14+639.93,-10.957m,"1,092.404m",
7466,14+640.14,-10.311m,"1,092.364m",
7467,14+640.02,-10.450m,"1,092.364m",
7468,14+639.96,-10.678m,"1,092.380m",
7469,14+640.01,-9.497m,"1,092.504m",
7470,14+640.02,-8.732m,"1,092.534m",
7471,14+640.01,-7.499m,"1,092.487m",
7472,14+640.05,-6.656m,"1,092.481m",
7473,14+640.04,-5.032m,"1,092.440m",
7474,14+640.04,-3.948m,"1,092.444m",
7475,14+639.95,-3.095m,"1,092.392m",
7476,14+640.05,-1.761m,"1,092.322m",
7477,14+639.87,-0.737m,"1,092.365m",
7478,14+640.01,0.000m,"1,092.455m",
7479,14+640.01,1.227m,"1,092.409m",
7480,14+640.08,3.034m,"1,092.401m",
7481,14+640.15,6.643m,"1,092.385m",
7482,14+639.89,8.313m,"1,092.357m",
7483,14+640.01,9.932m,"1,092.168m",
7484,14+640.00,10.161m,"1,092.062m",
7485,14+640.05,10.548m,"1,092.058m",
7486,14+640.22,11.403m,"1,092.070m",
7487,14+639.88,13.221m,"1,092.178m",
7488,14+639.99,12.691m,"1,092.085m",
7489,14+639.97,14.070m,"1,092.221m",
7490,14+639.73,14.936m,"1,092.213m",
7491,14+620.11,15.227m,"1,091.836m",
7492,14+620.02,13.649m,"1,091.994m",
7493,14+619.85,12.219m,"1,091.971m",
7494,14+619.90,10.804m,"1,091.947m",
7495,14+619.65,9.368m,"1,091.950m",
7496,14+619.87,7.811m,"1,091.950m",
7497,14+619.67,6.187m,"1,092.006m",
7498,14+619.73,5.194m,"1,092.000m",
7499,14+619.90,3.250m,"1,092.174m",
7500,14+619.83,2.018m,"1,092.356m",
7501,14+619.95,0.684m,"1,092.694m",
7502,14+619.92,-0.009m,"1,093.005m",
7503,14+619.89,-1.276m,"1,093.386m",
7504,14+619.93,-3.037m,"1,093.704m",
7505,14+619.99,-3.454m,"1,093.716m",
7506,14+620.06,-4.447m,"1,093.249m",
7507,14+620.01,-5.562m,"1,092.522m",
7508,14+619.90,-6.682m,"1,092.257m",
7509,14+620.04,-7.746m,"1,091.964m",
7510,14+619.96,-8.173m,"1,090.752m",
7511,14+619.89,-8.906m,"1,090.313m",
7512,14+619.92,-10.016m,"1,090.274m",
7513,14+619.94,-10.820m,"1,090.271m",
7514,14+620.08,-13.034m,"1,090.320m",
7515,14+620.04,-14.725m,"1,090.233m",
7516,14+600.00,-14.998m,"1,091.964m",
7517,14+599.98,-13.466m,"1,092.010m",
7518,14+600.03,-11.353m,"1,091.993m",
7519,14+600.16,-9.236m,"1,091.888m",
7520,14+600.24,-7.505m,"1,091.879m",
7521,14+600.05,-6.406m,"1,091.879m",
7522,14+600.18,-5.362m,"1,091.870m",
7523,14+600.01,-3.916m,"1,091.858m",
7524,14+599.93,-2.695m,"1,091.847m",
7525,14+600.12,-0.918m,"1,091.789m",
7526,14+600.13,0.079m,"1,091.810m",
7527,14+599.82,1.861m,"1,091.809m",
7528,14+599.76,3.353m,"1,091.664m",
7529,14+599.78,4.849m,"1,091.592m",
7530,14+600.06,6.402m,"1,091.729m",
7531,14+600.09,7.669m,"1,091.673m",
7532,14+600.20,8.941m,"1,091.695m",
7533,14+600.34,10.330m,"1,091.698m",
7534,14+600.25,11.207m,"1,091.675m",
7535,14+600.16,11.929m,"1,091.654m",
7536,14+600.04,13.111m,"1,091.630m",
7537,14+600.10,13.996m,"1,091.533m",
7538,14+600.00,14.948m,"1,091.583m",
7539,14+559.96,-15.013m,"1,091.363m",
7540,14+559.72,-12.787m,"1,091.329m",
7541,14+559.80,-10.297m,"1,091.275m",
7542,14+559.97,-7.799m,"1,091.216m",
7543,14+559.93,-4.927m,"1,091.133m",
7544,14+560.13,-2.721m,"1,091.160m",
7545,14+560.08,-1.214m,"1,091.133m",
7546,14+560.05,0.003m,"1,091.122m",
7547,14+559.85,1.549m,"1,091.135m",
7548,14+560.07,3.463m,"1,091.094m",
7549,14+560.08,5.560m,"1,091.032m",
7550,14+560.12,7.170m,"1,091.004m",
7551,14+560.12,7.902m,"1,091.067m",
7552,14+560.20,8.930m,"1,091.109m",
7553,14+559.99,9.843m,"1,091.101m",
7554,14+559.95,10.425m,"1,091.095m",
7555,14+560.14,11.363m,"1,090.943m",
7556,14+560.04,12.819m,"1,090.928m",
7557,14+560.01,14.766m,"1,090.956m",
7558,14+519.93,-14.656m,"1,090.640m",
7559,14+519.94,-12.657m,"1,090.612m",
7560,14+520.22,-10.251m,"1,090.623m",
7561,14+520.20,-7.669m,"1,090.616m",
7562,14+520.20,-4.745m,"1,090.578m",
7563,14+520.44,-2.391m,"1,090.559m",
7564,14+520.15,-0.948m,"1,090.546m",
7565,14+520.03,0.166m,"1,090.521m",
7566,14+520.04,1.434m,"1,090.471m",
